"Date","remark","value"
2003-09-27,NA,0.053
2003-09-28,NA,0.052
2003-09-29,NA,0.052
2003-09-30,NA,0.052
2003-10-01,NA,0.05
2003-10-02,NA,0.05
2003-10-03,NA,0.05
2003-10-04,NA,0.05
2003-10-05,NA,0.05
2003-10-06,NA,0.05
2003-10-07,NA,0.049
2003-10-08,NA,0.049
2003-10-09,NA,0.049
2003-10-10,NA,0.049
2003-10-11,NA,0.049
2003-10-12,NA,0.049
2003-10-13,NA,0.05
2003-10-14,NA,0.061
2003-10-15,NA,0.056
2003-10-16,NA,0.053
2003-10-17,NA,0.052
2003-10-18,NA,0.052
2003-10-19,NA,0.052
2003-10-20,NA,0.051
2003-10-21,NA,0.051
2003-10-22,NA,0.051
2003-10-23,NA,0.05
2003-10-24,NA,0.053
2003-10-25,NA,0.066
2003-10-26,NA,0.053
2003-10-27,NA,0.051
2003-10-28,NA,0.052
2003-10-29,NA,0.052
2003-10-30,NA,0.052
2003-10-31,NA,0.053
2003-11-01,NA,0.053
2003-11-02,NA,0.127
2003-11-03,NA,0.284
2003-11-04,NA,0.641
2003-11-05,NA,0.404
2003-11-06,NA,0.208
2003-11-07,NA,0.124
2003-11-08,NA,0.096
2003-11-09,NA,0.089
2003-11-10,NA,0.083
2003-11-11,NA,0.081
2003-11-12,NA,0.08
2003-11-13,NA,0.08
2003-11-14,NA,0.079
2003-11-15,NA,0.078
2003-11-16,NA,0.077
2003-11-17,NA,0.077
2003-11-18,NA,0.098
2003-11-19,NA,0.09
2003-11-20,NA,0.08
2003-11-21,NA,0.08
2003-11-22,NA,0.08
2003-11-23,NA,0.485
2003-11-24,NA,0.349
2003-11-25,NA,0.174
2003-11-26,NA,0.126
2003-11-27,NA,0.096
2003-11-28,NA,0.092
2003-11-29,NA,0.092
2003-11-30,NA,0.091
2003-12-01,NA,0.091
2003-12-02,NA,0.091
2003-12-03,NA,0.091
2003-12-04,NA,0.09
2003-12-05,NA,0.09
2003-12-06,NA,0.09
2003-12-07,NA,0.09
2003-12-08,NA,0.089
2003-12-09,NA,0.089
2003-12-10,NA,0.231
2003-12-11,NA,0.189
2003-12-12,NA,0.099
2003-12-13,NA,0.078
2003-12-14,NA,0.065
2003-12-15,NA,0.055
2003-12-16,NA,0.052
2003-12-17,NA,0.049
2003-12-18,NA,0.046
2003-12-19,NA,0.044
2003-12-20,NA,0.042
2003-12-21,NA,0.04
2003-12-22,NA,0.038
2003-12-23,NA,0.036
2003-12-24,NA,0.034
2003-12-25,NA,0.033
2003-12-26,NA,0.033
2003-12-27,NA,0.032
2003-12-28,NA,0.032
2003-12-29,NA,0.032
2003-12-30,NA,0.031
2003-12-31,NA,0.031
2004-01-01,NA,0.031
2004-01-02,NA,0.031
2004-01-03,NA,0.03
2004-01-04,NA,0.03
2004-01-05,NA,0.03
2004-01-06,NA,0.029
2004-01-07,NA,0.029
2004-01-08,NA,0.029
2004-01-09,NA,0.029
2004-01-10,NA,0.028
2004-01-11,NA,0.028
2004-01-12,NA,0.028
2004-01-13,NA,0.028
2004-01-14,NA,0.028
2004-01-15,NA,0.028
2004-01-16,NA,0.028
2004-01-17,NA,0.028
2004-01-18,NA,0.028
2004-01-19,NA,0.028
2004-01-20,NA,0.028
2004-01-21,NA,0.028
2004-01-22,NA,0.028
2004-01-23,NA,0.029
2004-01-24,NA,0.029
2004-01-25,NA,0.029
2004-01-26,NA,0.029
2004-01-27,NA,0.029
2004-01-28,NA,0.029
2004-01-29,NA,0.029
2004-01-30,NA,0.029
2004-01-31,NA,0.029
2004-02-01,NA,0.029
2004-02-02,NA,0.029
2004-02-03,NA,0.029
2004-02-04,NA,0.029
2004-02-05,NA,0.029
2004-02-06,NA,0.029
2004-02-07,NA,0.029
2004-02-08,NA,0.029
2004-02-09,NA,0.029
2004-02-10,NA,0.029
2004-02-11,NA,0.029
2004-02-12,NA,0.029
2004-02-13,NA,0.03
2004-02-14,NA,0.03
2004-02-15,NA,0.03
2004-02-16,NA,0.03
2004-02-17,NA,0.03
2004-02-18,NA,0.03
2004-02-19,NA,0.03
2004-02-20,NA,0.03
2004-02-21,NA,0.03
2004-02-22,NA,0.03
2004-02-23,NA,0.101
2004-02-24,NA,0.562
2004-02-25,NA,0.775
2004-02-26,NA,0.984
2004-02-27,NA,0.922
2004-02-28,NA,0.819
2004-02-29,NA,0.83
2004-03-01,NA,0.557
2004-03-02,NA,0.371
2004-03-03,NA,0.258
2004-03-04,NA,0.191
2004-03-05,NA,0.75
2004-03-06,NA,0.497
2004-03-07,NA,0.246
2004-03-08,NA,0.166
2004-03-09,NA,0.125
2004-03-10,NA,0.106
2004-03-11,NA,0.09
2004-03-12,NA,0.077
2004-03-13,NA,0.065
2004-03-14,NA,0.055
2004-03-15,NA,0.048
2004-03-16,NA,0.047
2004-03-17,NA,0.048
2004-03-18,NA,0.048
2004-03-19,NA,0.049
2004-03-20,NA,0.049
2004-03-21,NA,0.05
2004-03-22,NA,0.05
2004-03-23,NA,0.048
2004-03-24,NA,0.044
2004-03-25,NA,0.053
2004-03-26,NA,0.241
2004-03-27,NA,0.152
2004-03-28,NA,0.125
2004-03-29,NA,0.197
2004-03-30,NA,0.136
2004-03-31,NA,0.11
2004-04-01,NA,0.095
2004-04-02,NA,0.083
2004-04-03,NA,0.072
2004-04-04,NA,0.063
2004-04-05,NA,0.055
2004-04-06,NA,0.05
2004-04-07,NA,0.049
2004-04-08,NA,0.048
2004-04-09,NA,0.047
2004-04-10,NA,0.045
2004-04-11,NA,0.044
2004-04-12,NA,0.043
2004-04-13,NA,0.042
2004-04-14,NA,0.037
2004-04-15,NA,0.032
2004-04-16,NA,0.033
2004-04-17,NA,0.033
2004-04-18,NA,0.033
2004-04-19,NA,0.034
2004-04-20,NA,0.034
2004-04-21,NA,0.035
2004-04-22,NA,0.035
2004-04-23,NA,0.035
2004-04-24,NA,0.036
2004-04-25,NA,0.036
2004-04-26,NA,0.037
2004-04-27,NA,0.037
2004-04-28,NA,0.037
2004-04-29,NA,0.038
2004-04-30,NA,0.038
2004-05-01,NA,0.039
2004-05-02,NA,0.039
2004-05-03,NA,0.04
2004-05-04,NA,0.04
2004-05-05,NA,0.041
2004-05-06,NA,0.041
2004-05-07,NA,0.042
2004-05-08,NA,0.043
2004-05-09,NA,0.058
2004-05-10,NA,0.054
2004-05-11,NA,0.063
2004-05-12,NA,0.052
2004-05-13,NA,0.051
2004-05-14,NA,0.058
2004-05-15,NA,0.057
2004-05-16,NA,0.056
2004-05-17,NA,0.056
2004-05-18,NA,0.114
2004-05-19,NA,0.097
2004-05-20,NA,0.077
2004-05-21,NA,0.823
2004-05-22,NA,1.29
2004-05-23,NA,1.92
2004-05-24,NA,0.814
2004-05-25,NA,0.495
2004-05-26,NA,0.369
2004-05-27,NA,0.315
2004-05-28,NA,0.29
2004-05-29,NA,0.273
2004-05-30,NA,0.35
2004-05-31,NA,0.332
2004-06-01,NA,0.21
2004-06-02,NA,0.165
2004-06-03,NA,0.138
2004-06-04,NA,0.129
2004-06-05,NA,0.122
2004-06-06,NA,0.116
2004-06-07,NA,0.116
2004-06-08,NA,0.116
2004-06-09,NA,0.118
2004-06-10,NA,0.176
2004-06-11,NA,0.37
2004-06-12,NA,0.318
2004-06-13,NA,0.214
2004-06-14,NA,0.157
2004-06-15,NA,0.14
2004-06-16,NA,0.137
2004-06-17,NA,0.217
2004-06-18,NA,0.131
2004-06-19,NA,0.107
2004-06-20,NA,0.092
2004-06-21,NA,0.087
2004-06-22,NA,0.085
2004-06-23,NA,0.083
2004-06-24,NA,0.081
2004-06-25,NA,0.079
2004-06-26,NA,0.078
2004-06-27,NA,0.079
2004-06-28,NA,0.08
2004-06-29,NA,0.081
2004-06-30,NA,0.082
2004-07-01,NA,0.083
2004-07-02,NA,0.084
2004-07-03,NA,0.105
2004-07-04,NA,0.317
2004-07-05,NA,0.222
2004-07-06,NA,0.15
2004-07-07,NA,0.127
2004-07-08,NA,0.108
2004-07-09,NA,0.108
2004-07-10,NA,0.114
2004-07-11,NA,0.119
2004-07-12,NA,0.117
2004-07-13,NA,0.115
2004-07-14,NA,0.114
2004-07-15,NA,0.114
2004-07-16,NA,0.114
2004-07-17,NA,0.114
2004-07-18,NA,0.114
2004-07-19,NA,0.113
2004-07-20,NA,0.113
2004-07-21,NA,0.113
2004-07-22,NA,0.113
2004-07-23,NA,0.112
2004-07-24,NA,0.112
2004-07-25,NA,0.112
2004-07-26,NA,0.112
2004-07-27,NA,0.112
2004-07-28,NA,0.111
2004-07-29,NA,0.111
2004-07-30,NA,0.111
2004-07-31,NA,0.111
2004-08-01,NA,0.11
2004-08-02,NA,0.11
2004-08-03,NA,0.145
2004-08-04,NA,0.344
2004-08-05,NA,0.206
2004-08-06,NA,0.137
2004-08-07,NA,0.127
2004-08-08,NA,0.126
2004-08-09,NA,0.125
2004-08-10,NA,0.124
2004-08-11,NA,0.123
2004-08-12,NA,0.122
2004-08-13,NA,0.122
2004-08-14,NA,0.121
2004-08-15,NA,0.12
2004-08-16,NA,0.119
2004-08-17,NA,0.118
2004-08-18,NA,0.117
2004-08-19,NA,0.116
2004-08-20,NA,0.115
2004-08-21,NA,0.115
2004-08-22,NA,0.114
2004-08-23,NA,0.113
2004-08-24,NA,0.112
2004-08-25,NA,0.111
2004-08-26,NA,0.11
2004-08-27,NA,0.142
2004-08-28,NA,0.128
2004-08-29,NA,0.109
2004-08-30,NA,0.093
2004-08-31,NA,0.08
2004-09-01,NA,0.068
2004-09-02,NA,0.058
2004-09-03,NA,0.05
2004-09-04,NA,0.047
2004-09-05,NA,0.047
2004-09-06,NA,0.047
2004-09-07,NA,0.047
2004-09-08,NA,0.047
2004-09-09,NA,0.047
2004-09-10,NA,0.047
2004-09-11,NA,0.047
2004-09-12,NA,0.047
2004-09-13,NA,0.047
2004-09-14,NA,0.047
2004-09-15,NA,0.047
2004-09-16,NA,0.047
2004-09-17,NA,0.046
2004-09-18,NA,0.046
2004-09-19,NA,0.046
2004-09-20,NA,0.046
2004-09-21,NA,0.046
2004-09-22,NA,0.046
2004-09-23,NA,0.046
2004-09-24,NA,0.046
2004-09-25,NA,0.046
2004-09-26,NA,0.046
2004-09-27,NA,0.046
2004-09-28,NA,0.046
2004-09-29,NA,0.046
2004-09-30,NA,0.046
2004-10-01,NA,0.052
2004-10-02,NA,0.07
2004-10-03,NA,0.053
2004-10-04,NA,0.052
2004-10-05,NA,0.05
2004-10-06,NA,0.049
2004-10-07,NA,0.048
2004-10-08,NA,0.17
2004-10-09,NA,0.155
2004-10-10,NA,0.092
2004-10-11,NA,0.059
2004-10-12,NA,0.051
2004-10-13,NA,0.051
2004-10-14,NA,0.051
2004-10-15,NA,0.05
2004-10-16,NA,0.05
2004-10-17,NA,0.05
2004-10-18,NA,0.05
2004-10-19,NA,0.05
2004-10-20,NA,0.049
2004-10-21,NA,0.049
2004-10-22,NA,0.049
2004-10-23,NA,0.111
2004-10-24,NA,0.111
2004-10-25,NA,0.09
2004-10-26,NA,0.067
2004-10-27,NA,0.064
2004-10-28,NA,0.063
2004-10-29,NA,0.063
2004-10-30,NA,0.105
2004-10-31,NA,0.094
2004-11-01,NA,0.083
2004-11-02,NA,0.093
2004-11-03,NA,0.085
2004-11-04,NA,0.076
2004-11-05,NA,0.068
2004-11-06,NA,0.066
2004-11-07,NA,0.064
2004-11-08,NA,0.063
2004-11-09,NA,0.062
2004-11-10,NA,0.06
2004-11-11,NA,0.059
2004-11-12,NA,0.058
2004-11-13,NA,0.057
2004-11-14,NA,0.055
2004-11-15,NA,0.054
2004-11-16,NA,0.054
2004-11-17,NA,0.054
2004-11-18,NA,0.054
2004-11-19,NA,0.056
2004-11-20,NA,0.066
2004-11-21,NA,0.058
2004-11-22,NA,0.052
2004-11-23,NA,0.052
2004-11-24,NA,0.051
2004-11-25,NA,0.051
2004-11-26,NA,0.05
2004-11-27,NA,0.061
2004-11-28,NA,0.073
2004-11-29,NA,0.065
2004-11-30,NA,0.06
2004-12-01,NA,0.056
2004-12-02,NA,0.054
2004-12-03,NA,0.054
2004-12-04,NA,0.054
2004-12-05,NA,0.054
2004-12-06,NA,0.069
2004-12-07,NA,0.134
2004-12-08,NA,0.137
2004-12-09,NA,0.099
2004-12-10,NA,0.099
2004-12-11,NA,0.125
2004-12-12,NA,0.104
2004-12-13,NA,0.087
2004-12-14,NA,0.077
2004-12-15,NA,0.07
2004-12-16,NA,0.063
2004-12-17,NA,0.057
2004-12-18,NA,0.052
2004-12-19,NA,0.05
2004-12-20,NA,0.05
2004-12-21,NA,0.049
2004-12-22,NA,0.049
2004-12-23,NA,0.048
2004-12-24,NA,0.048
2004-12-25,NA,0.047
2004-12-26,NA,0.046
2004-12-27,NA,0.046
2004-12-28,NA,0.045
2004-12-29,NA,0.045
2004-12-30,NA,0.044
2004-12-31,NA,0.054
2005-01-01,NA,0.053
2005-01-02,NA,0.294
2005-01-03,NA,0.259
2005-01-04,NA,0.145
2005-01-05,NA,0.085
2005-01-06,NA,0.055
2005-01-07,NA,0.052
2005-01-08,NA,0.052
2005-01-09,NA,0.053
2005-01-10,NA,0.053
2005-01-11,NA,0.053
2005-01-12,NA,0.107
2005-01-13,NA,0.416
2005-01-14,NA,0.328
2005-01-15,NA,0.24
2005-01-16,NA,0.118
2005-01-17,NA,0.081
2005-01-18,NA,0.06
2005-01-19,NA,0.049
2005-01-20,NA,0.049
2005-01-21,NA,0.049
2005-01-22,NA,0.048
2005-01-23,NA,0.048
2005-01-24,NA,0.048
2005-01-25,NA,0.048
2005-01-26,NA,0.048
2005-01-27,NA,0.047
2005-01-28,NA,0.047
2005-01-29,NA,0.047
2005-01-30,NA,0.047
2005-01-31,NA,0.047
2005-02-01,NA,0.047
2005-02-02,NA,0.046
2005-02-03,NA,0.046
2005-02-04,NA,0.047
2005-02-05,NA,0.424
2005-02-06,NA,1.91
2005-02-07,NA,1.52
2005-02-08,NA,1.36
2005-02-09,NA,0.649
2005-02-10,NA,0.363
2005-02-11,NA,0.266
2005-02-12,NA,0.228
2005-02-13,NA,0.426
2005-02-14,NA,1.64
2005-02-15,NA,1.39
2005-02-16,NA,1.12
2005-02-17,NA,0.741
2005-02-18,NA,0.4
2005-02-19,NA,0.262
2005-02-20,NA,0.191
2005-02-21,NA,0.153
2005-02-22,NA,0.122
2005-02-23,NA,0.11
2005-02-24,NA,0.11
2005-02-25,NA,0.11
2005-02-26,NA,0.11
2005-02-27,NA,0.11
2005-02-28,NA,0.11
2005-03-01,NA,0.11
2005-03-02,NA,0.11
2005-03-03,NA,0.11
2005-03-04,NA,0.11
2005-03-05,NA,0.198
2005-03-06,NA,1.05
2005-03-07,NA,1.33
2005-03-08,NA,0.928
2005-03-09,NA,0.501
2005-03-10,NA,0.356
2005-03-11,NA,0.255
2005-03-12,NA,0.17
2005-03-13,NA,0.112
2005-03-14,NA,0.08
2005-03-15,NA,0.076
2005-03-16,NA,0.084
2005-03-17,NA,0.095
2005-03-18,NA,0.081
2005-03-19,NA,0.071
2005-03-20,NA,0.072
2005-03-21,NA,0.087
2005-03-22,NA,0.293
2005-03-23,NA,0.791
2005-03-24,NA,1.05
2005-03-25,NA,0.81
2005-03-26,NA,0.497
2005-03-27,NA,0.365
2005-03-28,NA,0.232
2005-03-29,NA,0.189
2005-03-30,NA,0.215
2005-03-31,NA,0.341
2005-04-01,NA,0.244
2005-04-02,NA,0.185
2005-04-03,NA,0.172
2005-04-04,NA,0.172
2005-04-05,NA,0.171
2005-04-06,NA,0.17
2005-04-07,NA,0.149
2005-04-08,NA,0.125
2005-04-09,NA,0.105
2005-04-10,NA,0.089
2005-04-11,NA,0.082
2005-04-12,NA,0.095
2005-04-13,NA,0.086
2005-04-14,NA,0.064
2005-04-15,NA,0.051
2005-04-16,NA,0.046
2005-04-17,NA,0.045
2005-04-18,NA,0.044
2005-04-19,NA,0.043
2005-04-20,NA,0.062
2005-04-21,NA,0.06
2005-04-22,NA,0.057
2005-04-23,NA,0.054
2005-04-24,NA,0.051
2005-04-25,NA,0.049
2005-04-26,NA,0.046
2005-04-27,NA,0.044
2005-04-28,NA,0.034
2005-04-29,NA,0.031
2005-04-30,NA,0.032
2005-05-01,NA,0.032
2005-05-02,NA,0.033
2005-05-03,NA,0.034
2005-05-04,NA,0.035
2005-05-05,NA,0.035
2005-05-06,NA,0.045
2005-05-07,NA,0.041
2005-05-08,NA,0.04
2005-05-09,NA,0.039
2005-05-10,NA,0.039
2005-05-11,NA,0.132
2005-05-12,NA,0.131
2005-05-13,NA,0.139
2005-05-14,NA,0.131
2005-05-15,NA,0.127
2005-05-16,NA,0.13
2005-05-17,NA,0.132
2005-05-18,NA,0.135
2005-05-19,NA,0.145
2005-05-20,NA,0.14
2005-05-21,NA,0.136
2005-05-22,NA,0.136
2005-05-23,NA,0.137
2005-05-24,NA,0.137
2005-05-25,NA,0.137
2005-05-26,NA,0.137
2005-05-27,NA,0.138
2005-05-28,NA,0.138
2005-05-29,NA,0.138
2005-05-30,NA,0.139
2005-05-31,NA,0.139
2005-06-01,NA,0.139
2005-06-02,NA,0.139
2005-06-03,NA,0.14
2005-06-04,NA,0.14
2005-06-05,NA,0.14
2005-06-06,NA,0.14
2005-06-07,NA,0.141
2005-06-08,NA,0.137
2005-06-09,NA,0.134
2005-06-10,NA,0.132
2005-06-11,NA,0.13
2005-06-12,NA,0.128
2005-06-13,NA,0.126
2005-06-14,NA,0.124
2005-06-15,NA,0.122
2005-06-16,NA,0.12
2005-06-17,NA,0.118
2005-06-18,NA,0.117
2005-06-19,NA,0.115
2005-06-20,NA,0.113
2005-06-21,NA,0.112
2005-06-22,NA,0.11
2005-06-23,NA,0.108
2005-06-24,NA,0.107
2005-06-25,NA,0.108
2005-06-26,NA,0.108
2005-06-27,NA,0.109
2005-06-28,NA,0.109
2005-06-29,NA,0.11
2005-06-30,NA,0.11
2005-07-01,NA,0.111
2005-07-02,NA,0.111
2005-07-03,NA,0.112
2005-07-04,NA,0.131
2005-07-05,NA,0.115
2005-07-06,NA,0.112
2005-07-07,NA,0.112
2005-07-08,NA,0.112
2005-07-09,NA,0.111
2005-07-10,NA,0.111
2005-07-11,NA,0.111
2005-07-12,NA,0.111
2005-07-13,NA,0.111
2005-07-14,NA,0.111
2005-07-15,NA,0.111
2005-07-16,NA,0.111
2005-07-17,NA,0.11
2005-07-18,NA,0.11
2005-07-19,NA,0.11
2005-07-20,NA,0.437
2005-07-21,NA,0.34
2005-07-22,NA,0.267
2005-07-23,NA,0.239
2005-07-24,NA,0.218
2005-07-25,NA,0.213
2005-07-26,NA,0.281
2005-07-27,NA,0.22
2005-07-28,NA,0.173
2005-07-29,NA,0.143
2005-07-30,NA,0.122
2005-07-31,NA,0.111
2005-08-01,NA,0.103
2005-08-02,NA,0.096
2005-08-03,NA,0.091
2005-08-04,NA,0.1
2005-08-05,NA,0.092
2005-08-06,NA,0.091
2005-08-07,NA,0.091
2005-08-08,NA,0.092
2005-08-09,NA,0.093
2005-08-10,NA,0.093
2005-08-11,NA,0.095
2005-08-12,NA,0.11
2005-08-13,NA,0.091
2005-08-14,NA,0.089
2005-08-15,NA,0.089
2005-08-16,NA,0.088
2005-08-17,NA,0.087
2005-08-18,NA,0.101
2005-08-19,NA,0.095
2005-08-20,NA,0.09
2005-08-21,NA,0.089
2005-08-22,NA,0.088
2005-08-23,NA,0.087
2005-08-24,NA,0.086
2005-08-25,NA,0.085
2005-08-26,NA,0.084
2005-08-27,NA,0.142
2005-08-28,NA,0.096
2005-08-29,NA,0.093
2005-08-30,NA,0.092
2005-08-31,NA,0.083
2005-09-01,NA,0.08
2005-09-02,NA,0.08
2005-09-03,NA,0.08
2005-09-04,NA,0.08
2005-09-05,NA,0.08
2005-09-06,NA,0.08
2005-09-07,NA,0.081
2005-09-08,NA,0.081
2005-09-09,NA,0.081
2005-09-10,NA,0.081
2005-09-11,NA,0.081
2005-09-12,NA,0.081
2005-09-13,NA,0.087
2005-09-14,NA,0.106
2005-09-15,NA,0.086
2005-09-16,NA,0.084
2005-09-17,NA,0.085
2005-09-18,NA,0.086
2005-09-19,NA,0.109
2005-09-20,NA,0.087
2005-09-21,NA,0.082
2005-09-22,NA,0.123
2005-09-23,NA,0.092
2005-09-24,NA,0.084
2005-09-25,NA,0.13
2005-09-26,NA,0.164
2005-09-27,NA,0.132
2005-09-28,NA,0.13
2005-09-29,NA,0.133
2005-09-30,NA,0.13
2005-10-01,NA,0.07
2005-10-02,NA,0.069
2005-10-03,NA,0.067
2005-10-04,NA,0.066
2005-10-05,NA,0.064
2005-10-06,NA,0.063
2005-10-07,NA,0.061
2005-10-08,NA,0.06
2005-10-09,NA,0.059
2005-10-10,NA,0.057
2005-10-11,NA,0.056
2005-10-12,NA,0.055
2005-10-13,NA,0.054
2005-10-14,NA,0.054
2005-10-15,NA,0.053
2005-10-16,NA,0.053
2005-10-17,NA,0.053
2005-10-18,NA,0.052
2005-10-19,NA,0.052
2005-10-20,NA,0.052
2005-10-21,NA,0.052
2005-10-22,NA,0.051
2005-10-23,NA,0.051
2005-10-24,NA,0.051
2005-10-25,NA,0.051
2005-10-26,NA,0.05
2005-10-27,NA,0.05
2005-10-28,NA,0.05
2005-10-29,NA,0.051
2005-10-30,NA,0.051
2005-10-31,NA,0.052
2005-11-01,NA,0.052
2005-11-02,NA,0.053
2005-11-03,NA,0.053
2005-11-04,NA,0.053
2005-11-05,NA,0.065
2005-11-06,NA,0.241
2005-11-07,NA,0.218
2005-11-08,NA,0.091
2005-11-09,NA,0.09
2005-11-10,NA,0.09
2005-11-11,NA,0.089
2005-11-12,NA,0.089
2005-11-13,NA,0.088
2005-11-14,NA,0.088
2005-11-15,NA,0.101
2005-11-16,NA,0.182
2005-11-17,NA,0.112
2005-11-18,NA,0.093
2005-11-19,NA,0.092
2005-11-20,NA,0.092
2005-11-21,NA,0.092
2005-11-22,NA,0.092
2005-11-23,NA,0.091
2005-11-24,NA,0.091
2005-11-25,NA,0.091
2005-11-26,NA,0.091
2005-11-27,NA,0.09
2005-11-28,NA,0.09
2005-11-29,NA,0.09
2005-11-30,NA,0.09
2005-12-01,NA,0.089
2005-12-02,NA,0.089
2005-12-03,NA,0.089
2005-12-04,NA,0.089
2005-12-05,NA,0.088
2005-12-06,NA,0.088
2005-12-07,NA,0.088
2005-12-08,NA,0.088
2005-12-09,NA,0.087
2005-12-10,NA,0.087
2005-12-11,NA,0.087
2005-12-12,NA,0.087
2005-12-13,NA,0.086
2005-12-14,NA,0.086
2005-12-15,NA,0.086
2005-12-16,NA,0.086
2005-12-17,NA,0.086
2005-12-18,NA,0.085
2005-12-19,NA,0.085
2005-12-20,NA,0.085
2005-12-21,NA,0.085
2005-12-22,NA,0.084
2005-12-23,NA,0.084
2005-12-24,NA,0.084
2005-12-25,NA,0.084
2005-12-26,NA,0.083
2005-12-27,NA,0.083
2005-12-28,NA,0.083
2005-12-29,NA,0.083
2005-12-30,NA,0.083
2005-12-31,NA,0.082
2006-01-01,NA,0.082
2006-01-02,NA,0.128
2006-01-03,NA,0.189
2006-01-04,NA,0.165
2006-01-05,NA,0.13
2006-01-06,NA,0.097
2006-01-07,NA,0.081
2006-01-08,NA,0.076
2006-01-09,NA,0.071
2006-01-10,NA,0.067
2006-01-11,NA,0.067
2006-01-12,NA,0.067
2006-01-13,NA,0.067
2006-01-14,NA,0.067
2006-01-15,NA,0.066
2006-01-16,NA,0.066
2006-01-17,NA,0.066
2006-01-18,NA,0.066
2006-01-19,NA,0.066
2006-01-20,NA,0.066
2006-01-21,NA,0.066
2006-01-22,NA,0.066
2006-01-23,NA,0.066
2006-01-24,NA,0.065
2006-01-25,NA,0.065
2006-01-26,NA,0.065
2006-01-27,NA,0.065
2006-01-28,NA,0.073
2006-01-29,NA,0.103
2006-01-30,NA,0.104
2006-01-31,NA,0.096
2006-02-01,NA,0.083
2006-02-02,NA,0.079
2006-02-03,NA,0.077
2006-02-04,NA,0.075
2006-02-05,NA,0.074
2006-02-06,NA,0.072
2006-02-07,NA,0.071
2006-02-08,NA,0.069
2006-02-09,NA,0.068
2006-02-10,NA,0.066
2006-02-11,NA,0.065
2006-02-12,NA,0.065
2006-02-13,NA,0.065
2006-02-14,NA,0.064
2006-02-15,NA,0.064
2006-02-16,NA,0.064
2006-02-17,NA,0.064
2006-02-18,NA,0.064
2006-02-19,NA,0.063
2006-02-20,NA,0.063
2006-02-21,NA,0.063
2006-02-22,NA,0.063
2006-02-23,NA,0.062
2006-02-24,NA,0.062
2006-02-25,NA,0.062
2006-02-26,NA,0.062
2006-02-27,NA,0.062
2006-02-28,NA,0.061
2006-03-01,NA,0.061
2006-03-02,NA,0.061
2006-03-03,NA,0.061
2006-03-04,NA,0.061
2006-03-05,NA,0.06
2006-03-06,NA,0.06
2006-03-07,NA,0.06
2006-03-08,NA,0.076
2006-03-09,NA,0.21
2006-03-10,NA,0.19
2006-03-11,NA,0.132
2006-03-12,NA,0.105
2006-03-13,NA,0.308
2006-03-14,NA,0.183
2006-03-15,NA,0.123
2006-03-16,NA,0.113
2006-03-17,NA,0.104
2006-03-18,NA,0.097
2006-03-19,NA,0.096
2006-03-20,NA,0.095
2006-03-21,NA,0.095
2006-03-22,NA,0.094
2006-03-23,NA,0.094
2006-03-24,NA,0.093
2006-03-25,NA,0.093
2006-03-26,NA,0.093
2006-03-27,NA,0.092
2006-03-28,NA,0.092
2006-03-29,NA,0.091
2006-03-30,NA,0.091
2006-03-31,NA,0.092
2006-04-01,NA,0.092
2006-04-02,NA,0.096
2006-04-03,NA,0.138
2006-04-04,NA,0.114
2006-04-05,NA,0.105
2006-04-06,NA,0.103
2006-04-07,NA,0.53
2006-04-08,NA,0.317
2006-04-09,NA,0.155
2006-04-10,NA,0.11
2006-04-11,NA,0.101
2006-04-12,NA,0.109
2006-04-13,NA,0.098
2006-04-14,NA,0.096
2006-04-15,NA,0.094
2006-04-16,NA,0.104
2006-04-17,NA,0.105
2006-04-18,NA,0.097
2006-04-19,NA,0.096
2006-04-20,NA,0.095
2006-04-21,NA,0.094
2006-04-22,NA,0.093
2006-04-23,NA,0.092
2006-04-24,NA,0.091
2006-04-25,NA,0.09
2006-04-26,NA,0.089
2006-04-27,NA,0.088
2006-04-28,NA,0.087
2006-04-29,NA,0.086
2006-04-30,NA,0.156
2006-05-01,NA,0.145
2006-05-02,NA,0.147
2006-05-03,NA,0.12
2006-05-04,NA,0.099
2006-05-05,NA,0.087
2006-05-06,NA,0.085
2006-05-07,NA,0.083
2006-05-08,NA,0.081
2006-05-09,NA,0.08
2006-05-10,NA,0.081
2006-05-11,NA,0.096
2006-05-12,NA,0.197
2006-05-13,NA,0.174
2006-05-14,NA,0.114
2006-05-15,NA,0.103
2006-05-16,NA,0.103
2006-05-17,NA,0.109
2006-05-18,NA,0.12
2006-05-19,NA,0.112
2006-05-20,NA,0.102
2006-05-21,NA,0.099
2006-05-22,NA,0.097
2006-05-23,NA,0.096
2006-05-24,NA,0.104
2006-05-25,NA,0.137
2006-05-26,NA,0.132
2006-05-27,NA,0.127
2006-05-28,NA,0.122
2006-05-29,NA,0.118
2006-05-30,NA,0.117
2006-05-31,NA,0.116
2006-06-01,NA,0.116
2006-06-02,NA,0.116
2006-06-03,NA,0.115
2006-06-04,NA,0.115
2006-06-05,NA,0.115
2006-06-06,NA,0.115
2006-06-07,NA,0.114
2006-06-08,NA,0.114
2006-06-09,NA,0.114
2006-06-10,NA,0.113
2006-06-11,NA,0.113
2006-06-12,NA,0.113
2006-06-13,NA,0.112
2006-06-14,NA,0.112
2006-06-15,NA,0.112
2006-06-16,NA,0.111
2006-06-17,NA,0.111
2006-06-18,NA,0.111
2006-06-19,NA,0.111
2006-06-20,NA,0.11
2006-06-21,NA,0.11
